S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
22764,29/04/2021,Uttar Pradesh,1182848,300041,870864,11943
22765,30/04/2021,Uttar Pradesh,1217952,309237,896477,12238
22766,01/05/2021,Uttar Pradesh,1252324,310783,928971,12570
22767,02/05/2021,Uttar Pradesh,1282504,301833,967797,12874
22768,03/05/2021,Uttar Pradesh,1313361,295752,1004447,13162
22769,04/05/2021,Uttar Pradesh,1342413,285832,1043134,13447
22770,05/05/2021,Uttar Pradesh,1368183,272568,1081817,13798
22771,06/05/2021,Uttar Pradesh,1399294,262474,1122669,14151
22772,07/05/2021,Uttar Pradesh,1425916,259844,1151571,14501
22773,08/05/2021,Uttar Pradesh,1453679,254118,1184688,14873
22774,09/05/2021,Uttar Pradesh,1480315,245736,1219409,15170
22775,10/05/2021,Uttar Pradesh,1503490,233981,1254045,15464
22776,11/05/2021,Uttar Pradesh,1524767,225271,1283754,15742
22777,12/05/2021,Uttar Pradesh,1545212,216057,1313112,16043
22778,13/05/2021,Uttar Pradesh,1563235,206615,1340251,16369
22779,14/05/2021,Uttar Pradesh,1563235,206615,1340251,16369
22780,15/05/2021,Uttar Pradesh,1580980,204658,1359676,16646
22781,16/05/2021,Uttar Pradesh,1609140,177643,1414259,17238
22782,17/05/2021,Uttar Pradesh,1619645,163003,1439096,17546
22783,18/05/2021,Uttar Pradesh,1628990,149032,1462141,17817
22784,19/05/2021,Uttar Pradesh,1637663,136342,1483249,18072
22785,20/05/2021,Uttar Pradesh,1644849,123579,1502918,18352
22786,21/05/2021,Uttar Pradesh,1651530,116434,1516508,18588
22787,22/05/2021,Uttar Pradesh,1659212,106276,1534176,18760
22788,23/05/2021,Uttar Pradesh,1665176,94482,1551716,18978
22789,24/05/2021,Uttar Pradesh,1669891,84880,1565802,19209
22790,25/05/2021,Uttar Pradesh,1673785,76703,1577720,19362
22791,26/05/2021,Uttar Pradesh,1677508,69828,1588161,19519
22792,27/05/2021,Uttar Pradesh,1680684,62271,1598701,19712
22793,28/05/2021,Uttar Pradesh,1683865,58270,1605696,19899
22794,30/05/2021,Uttar Pradesh,1688152,46201,1621743,20208
22795,31/05/2021,Uttar Pradesh,1690016,41214,1628456,20346
22796,01/06/2021,Uttar Pradesh,1691488,37044,1633947,20497
22797,02/06/2021,Uttar Pradesh,1692709,32465,1639572,20672
22798,03/06/2021,Uttar Pradesh,1693992,28694,1644511,20787
22799,04/06/2021,Uttar Pradesh,1695212,25546,1648771,20895
22800,05/06/2021,Uttar Pradesh,1696325,22877,1652417,21031
22801,06/06/2021,Uttar Pradesh,1697352,19438,1656763,21151
22802,07/06/2021,Uttar Pradesh,1698389,17944,1659209,21236
22803,08/06/2021,Uttar Pradesh,1699083,15681,1662069,21333
22804,09/06/2021,Uttar Pradesh,1699787,14067,1664295,21425
22805,10/06/2021,Uttar Pradesh,1700476,12959,1666001,21516
22806,11/06/2021,Uttar Pradesh,1701072,12243,1667232,21597
22807,12/06/2021,Uttar Pradesh,1701668,11127,1668874,21667
22808,13/06/2021,Uttar Pradesh,1702172,9806,1670631,21735
22809,14/06/2021,Uttar Pradesh,1702624,8986,1671852,21786
22810,15/06/2021,Uttar Pradesh,1702937,8111,1672968,21858
22811,16/06/2021,Uttar Pradesh,1703207,7221,1674072,21914
22812,17/06/2021,Uttar Pradesh,1703458,6496,1674999,21963
22813,18/06/2021,Uttar Pradesh,1703733,6019,1675684,22030
22814,19/06/2021,Uttar Pradesh,1703882,5343,1676458,22081
22815,20/06/2021,Uttar Pradesh,1704139,4957,1677050,22132
22816,21/06/2021,Uttar Pradesh,1704358,4569,1677611,22178
22817,22/06/2021,Uttar Pradesh,1704476,4163,1678089,22224
22818,23/06/2021,Uttar Pradesh,1704678,3910,1678486,22282
22819,25/06/2021,Uttar Pradesh,1705014,3552,1679096,22366
22820,26/06/2021,Uttar Pradesh,1705220,3423,1679416,22381
22821,27/06/2021,Uttar Pradesh,1705384,3197,1679744,22443
22822,28/06/2021,Uttar Pradesh,1705596,3165,1679913,22518
22823,29/06/2021,Uttar Pradesh,1705779,3046,1680174,22559
22824,30/06/2021,Uttar Pradesh,1705951,2946,1680428,22577
22825,01/07/2021,Uttar Pradesh,1706107,2796,1680720,22591
22826,02/07/2021,Uttar Pradesh,1706268,2687,1680980,22601
22827,03/07/2021,Uttar Pradesh,1706384,2560,1681208,22616
22828,04/07/2021,Uttar Pradesh,1706495,2461,1681412,22622
22829,05/07/2021,Uttar Pradesh,1706621,2264,1681717,22640
22830,06/07/2021,Uttar Pradesh,1706739,2181,1681912,22646
22831,07/07/2021,Uttar Pradesh,1706818,2032,1682130,22656
22832,08/07/2021,Uttar Pradesh,1706934,1947,1682321,22666
22833,09/07/2021,Uttar Pradesh,1707044,1789,1682579,22676
22834,10/07/2021,Uttar Pradesh,1707127,1697,1682741,22689
22835,11/07/2021,Uttar Pradesh,1707225,1608,1682924,22693
22836,12/07/2021,Uttar Pradesh,1707350,1594,1683058,22698
22837,13/07/2021,Uttar Pradesh,1707446,1576,1683170,22700
22838,14/07/2021,Uttar Pradesh,1707502,1479,1683319,22704
22839,15/07/2021,Uttar Pradesh,1707585,1428,1683453,22704
22840,16/07/2021,Uttar Pradesh,1707655,1399,1683551,22705
22841,17/07/2021,Uttar Pradesh,1707741,1339,1683691,22711
22842,18/07/2021,Uttar Pradesh,1707822,1310,1683797,22715
22843,19/07/2021,Uttar Pradesh,1707847,1262,1683866,22719
22844,21/07/2021,Uttar Pradesh,1707953,1093,1684123,22737
22845,22/07/2021,Uttar Pradesh,1708005,1036,1684230,22739
22846,26/07/2021,Uttar Pradesh,1708155,868,1684537,22750
22847,27/07/2021,Uttar Pradesh,1708208,857,1684601,22750
22848,28/07/2021,Uttar Pradesh,1708226,798,1684674,22754
22849,29/07/2021,Uttar Pradesh,1708313,768,1684790,22755
22850,30/07/2021,Uttar Pradesh,1708373,784,1684834,22755
22851,31/07/2021,Uttar Pradesh,1708410,729,1684925,22756
22852,01/08/2021,Uttar Pradesh,1708441,712,1684973,22756
22853,02/08/2021,Uttar Pradesh,1708476,664,1685049,22763
22854,03/08/2021,Uttar Pradesh,1708500,646,1685091,22763
22855,04/08/2021,Uttar Pradesh,1708562,672,1685125,22765
22856,05/08/2021,Uttar Pradesh,1708623,686,1685170,22767
22857,06/08/2021,Uttar Pradesh,1708649,659,1685220,22770
22858,07/08/2021,Uttar Pradesh,1708689,619,1685299,22771
22859,08/08/2021,Uttar Pradesh,1708716,586,1685357,22773
22860,09/08/2021,Uttar Pradesh,1708772,593,1685406,22773
22861,10/08/2021,Uttar Pradesh,1708793,570,1685449,22774
22862,11/08/2021,Uttar Pradesh,1708812,545,1685492,22775
22863,12/08/2021,Uttar Pradesh,1708836,505,1685555,22776
22864,13/08/2021,Uttar Pradesh,1708851,490,1685581,22780
22865,14/08/2021,Uttar Pradesh,1708876,469,1685625,22782
22866,15/08/2021,Uttar Pradesh,1708918,446,1685689,22783
22867,16/08/2021,Uttar Pradesh,1708948,439,1685725,22784
22868,17/08/2021,Uttar Pradesh,1708965,419,1685761,22785
22869,18/08/2021,Uttar Pradesh,1708991,420,1685785,22786
22870,19/08/2021,Uttar Pradesh,1709025,419,1685819,22787
22871,20/08/2021,Uttar Pradesh,1709050,407,1685854,22789
22872,21/08/2021,Uttar Pradesh,1709076,408,1685877,22791
22873,22/08/2021,Uttar Pradesh,1709100,407,1685901,22792
22874,23/08/2021,Uttar Pradesh,1709119,373,1685954,22792
22875,24/08/2021,Uttar Pradesh,1709126,362,1685972,22792
22876,25/08/2021,Uttar Pradesh,1709152,352,1686006,22794
22877,26/08/2021,Uttar Pradesh,1709173,345,1686034,22794
22878,27/08/2021,Uttar Pradesh,1709192,342,1686056,22794
22879,28/08/2021,Uttar Pradesh,1709208,329,1686083,22796
22880,29/08/2021,Uttar Pradesh,1709234,299,1686128,22807
22881,30/08/2021,Uttar Pradesh,1709248,265,1686165,22818
22882,31/08/2021,Uttar Pradesh,1709271,269,1686182,22820
22883,01/09/2021,Uttar Pradesh,1709335,256,1686256,22823
22884,02/09/2021,Uttar Pradesh,1709351,250,1686276,22825
22885,03/09/2021,Uttar Pradesh,1709386,258,1686287,22841
22886,04/09/2021,Uttar Pradesh,1709401,239,1686308,22854
22887,05/09/2021,Uttar Pradesh,1709427,250,1686323,22854
22888,06/09/2021,Uttar Pradesh,1709445,235,1686354,22856
22889,07/09/2021,Uttar Pradesh,1709494,214,1686417,22863
22890,08/09/2021,Uttar Pradesh,1709479,227,1686389,22863
22891,09/09/2021,Uttar Pradesh,1709494,214,1686417,22863
22892,10/09/2021,Uttar Pradesh,1709512,191,1686457,22864
22893,11/09/2021,Uttar Pradesh,1709526,184,1686468,22874
22894,12/09/2021,Uttar Pradesh,1709526,184,1686468,22874
22895,13/09/2021,Uttar Pradesh,1709547,177,1686487,22883
22896,14/09/2021,Uttar Pradesh,1709555,175,1686497,22883
22897,15/09/2021,Uttar Pradesh,1709587,181,1686522,22884
22898,16/09/2021,Uttar Pradesh,1709605,182,1686538,22885
22899,18/09/2021,Uttar Pradesh,1709643,191,1686565,22887
22900,19/09/2021,Uttar Pradesh,1709652,193,1686572,22887
22901,20/09/2021,Uttar Pradesh,1709669,198,1686584,22887
22902,21/09/2021,Uttar Pradesh,1709680,194,1686599,22887
22903,22/09/2021,Uttar Pradesh,1709693,194,1686612,22887
22904,23/09/2021,Uttar Pradesh,1709708,196,1686624,22888
22905,24/09/2021,Uttar Pradesh,1709719,186,1686644,22889
22906,25/09/2021,Uttar Pradesh,1709747,189,1686668,22890
22907,26/09/2021,Uttar Pradesh,1709761,177,1686694,22890
22908,27/09/2021,Uttar Pradesh,1709772,176,1686706,22890
22909,28/09/2021,Uttar Pradesh,1709778,176,1686712,22890
22910,29/09/2021,Uttar Pradesh,1709794,177,1686726,22891
22911,30/09/2021,Uttar Pradesh,1709800,159,1686749,22892
22912,01/10/2021,Uttar Pradesh,1709814,167,1686755,22892
22913,02/10/2021,Uttar Pradesh,1709835,159,1686784,22892
22914,03/10/2021,Uttar Pradesh,1709844,153,1686797,22894
22915,04/10/2021,Uttar Pradesh,1709857,159,1686804,22894
22916,05/10/2021,Uttar Pradesh,1709873,158,1686821,22894
22917,06/10/2021,Uttar Pradesh,1709893,153,1686844,22896
22918,07/10/2021,Uttar Pradesh,1709902,149,1686857,22896
22919,08/10/2021,Uttar Pradesh,1709917,152,1686869,22896
22920,09/10/2021,Uttar Pradesh,1709928,145,1686887,22896
22921,10/10/2021,Uttar Pradesh,1709938,138,1686904,22896
22922,11/10/2021,Uttar Pradesh,1709954,141,1686917,22896
22923,12/10/2021,Uttar Pradesh,1709965,141,1686928,22896
22924,13/10/2021,Uttar Pradesh,1709985,144,1686945,22896
22925,14/10/2021,Uttar Pradesh,1709996,139,1686960,22897
22926,15/10/2021,Uttar Pradesh,1710008,135,1686976,22897
22927,16/10/2021,Uttar Pradesh,1710014,133,1686984,22897
22928,17/10/2021,Uttar Pradesh,1710019,129,1686992,22898
22929,18/10/2021,Uttar Pradesh,1710028,119,1687011,22898
22930,19/10/2021,Uttar Pradesh,1710036,123,1687015,22898
22931,20/10/2021,Uttar Pradesh,1710047,118,1687031,22898
22932,21/10/2021,Uttar Pradesh,1710058,112,1687048,22898
22933,22/10/2021,Uttar Pradesh,1710068,107,1687062,22899
22934,23/10/2021,Uttar Pradesh,1710069,85,1687085,22899
22935,24/10/2021,Uttar Pradesh,1710082,94,1687089,22899
22936,25/10/2021,Uttar Pradesh,1710095,103,1687093,22899
22937,26/10/2021,Uttar Pradesh,1710097,97,1687101,22899
22938,27/10/2021,Uttar Pradesh,1710101,94,1687108,22899
22939,28/10/2021,Uttar Pradesh,1710114,100,1687115,22899
22940,29/10/2021,Uttar Pradesh,1710125,102,1687123,22900
22941,30/10/2021,Uttar Pradesh,1710133,98,1687135,22900
22942,31/10/2021,Uttar Pradesh,1710152,107,1687145,22900
22943,01/11/2021,Uttar Pradesh,1710158,107,1687151,22900
22944,02/11/2021,Uttar Pradesh,1710161,106,1687155,22900
22945,04/11/2021,Uttar Pradesh,1710174,105,1687167,22902
22946,05/11/2021,Uttar Pradesh,1710181,95,1687184,22902
22947,06/11/2021,Uttar Pradesh,1710186,91,1687192,22903
22948,07/11/2021,Uttar Pradesh,1710193,83,1687207,22903
22949,08/11/2021,Uttar Pradesh,1710204,85,1687216,22903
22950,09/11/2021,Uttar Pradesh,1710212,83,1687226,22903
22951,10/11/2021,Uttar Pradesh,1710222,85,1687234,22903
22952,11/11/2021,Uttar Pradesh,1710236,92,1687240,22904
22953,12/11/2021,Uttar Pradesh,1710243,92,1687247,22904
22954,14/11/2021,Uttar Pradesh,1710261,90,1687262,22909
22955,15/11/2021,Uttar Pradesh,1710273,99,1687265,22909
22956,16/11/2021,Uttar Pradesh,1710280,99,1687272,22909
22957,17/11/2021,Uttar Pradesh,1710288,99,1687280,22909
22958,18/11/2021,Uttar Pradesh,1710294,95,1687290,22909
22959,19/11/2021,Uttar Pradesh,1687296,-22909,1687296,22909
22960,20/11/2021,Uttar Pradesh,1710317,102,1687306,22909
22961,22/11/2021,Uttar Pradesh,1710332,102,1687321,22909
22962,23/11/2021,Uttar Pradesh,1710344,104,1687331,22909
22963,24/11/2021,Uttar Pradesh,1710346,94,1687343,22909
22964,25/11/2021,Uttar Pradesh,1710356,94,1687353,22909
22965,26/11/2021,Uttar Pradesh,1710360,91,1687360,22909
22966,27/11/2021,Uttar Pradesh,1710368,91,1687368,22909
22967,28/11/2021,Uttar Pradesh,1710373,86,1687377,22910
22968,29/11/2021,Uttar Pradesh,1710382,83,1687389,22910
22969,30/11/2021,Uttar Pradesh,1710387,86,1687391,22910
22970,02/12/2021,Uttar Pradesh,1710405,92,1687402,22911
22971,05/12/2021,Uttar Pradesh,1710451,116,1687424,22911
22972,06/12/2021,Uttar Pradesh,1710475,134,1687430,22911
22973,07/12/2021,Uttar Pradesh,1710485,137,1687437,22911
22974,08/12/2021,Uttar Pradesh,1710492,132,1687449,22911
22975,09/12/2021,Uttar Pradesh,1710502,139,1687452,22911
22976,12/12/2021,Uttar Pradesh,1710538,144,1687480,22914
22977,13/12/2021,Uttar Pradesh,1710554,143,1687497,22914
22978,14/12/2021,Uttar Pradesh,1710572,155,1687503,22914
22979,15/12/2021,Uttar Pradesh,1710592,151,1687527,22914
22980,16/12/2021,Uttar Pradesh,1710606,153,1687538,22915
22981,17/12/2021,Uttar Pradesh,1710617,157,1687545,22915
22982,18/12/2021,Uttar Pradesh,1710639,164,1687560,22915
22983,19/12/2021,Uttar Pradesh,1710672,189,1687568,22915
22984,20/12/2021,Uttar Pradesh,1710695,196,1687584,22915
22985,21/12/2021,Uttar Pradesh,1710722,203,1687604,22915
22986,22/12/2021,Uttar Pradesh,1710745,211,1687619,22915
22987,23/12/2021,Uttar Pradesh,1710764,216,1687633,22915
22988,24/12/2021,Uttar Pradesh,1710796,236,1687645,22915
22989,25/12/2021,Uttar Pradesh,1710838,266,1687657,22915
22990,26/12/2021,Uttar Pradesh,1710874,282,1687677,22915
22991,27/12/2021,Uttar Pradesh,1710931,323,1687693,22915
22992,28/12/2021,Uttar Pradesh,1710970,324,1687731,22915
22993,29/12/2021,Uttar Pradesh,1711049,392,1687742,22915
22994,30/12/2021,Uttar Pradesh,1711166,473,1687778,22915
22995,31/12/2021,Uttar Pradesh,1711359,645,1687799,22915
22996,01/01/2022,Uttar Pradesh,1711605,862,1687828,22915
22997,02/01/2022,Uttar Pradesh,1711985,1211,1687859,22915
22998,03/01/2022,Uttar Pradesh,1712537,1725,1687896,22916
22999,04/01/2022,Uttar Pradesh,1713107,2261,1687930,22916
23000,05/01/2022,Uttar Pradesh,1714096,3173,1688007,22916
23001,06/01/2022,Uttar Pradesh,1716132,5158,1688058,22916
23002,07/01/2022,Uttar Pradesh,1719246,8224,1688105,22917
23003,08/01/2022,Uttar Pradesh,1723469,12327,1688224,22918
23004,09/01/2022,Uttar Pradesh,1729870,18551,1688395,22924
23005,10/01/2022,Uttar Pradesh,1737550,25974,1688648,22928
23006,11/01/2022,Uttar Pradesh,1745861,33946,1688983,22932
23007,12/01/2022,Uttar Pradesh,1756929,44466,1689526,22937
23008,13/01/2022,Uttar Pradesh,1770521,57355,1690226,22940
23009,14/01/2022,Uttar Pradesh,1785256,71022,1691288,22946
23010,15/01/2022,Uttar Pradesh,1801231,84440,1693842,22949
23011,16/01/2022,Uttar Pradesh,1816974,95148,1698873,22953
23012,17/01/2022,Uttar Pradesh,1834112,103474,1707675,22963
23013,18/01/2022,Uttar Pradesh,1849665,106616,1720077,22972
23014,19/01/2022,Uttar Pradesh,1864366,101114,1740268,22984
23015,20/01/2022,Uttar Pradesh,1882028,98238,1760800,22990
23016,21/01/2022,Uttar Pradesh,1900457,97329,1780128,23000
23017,22/01/2022,Uttar Pradesh,1916616,95866,1797728,23022
23018,23/01/2022,Uttar Pradesh,1933165,96642,1813485,23038
23019,24/01/2022,Uttar Pradesh,1946819,93757,1830006,23056
23020,25/01/2022,Uttar Pradesh,1957839,93924,1840842,23073
23021,26/01/2022,Uttar Pradesh,1969368,86563,1859717,23088
23022,27/01/2022,Uttar Pradesh,1980239,80342,1876791,23106
23023,28/01/2022,Uttar Pradesh,1989095,72393,1893577,23125
23024,29/01/2022,Uttar Pradesh,1996972,65263,1908570,23139
23025,30/01/2022,Uttar Pradesh,2005245,59601,1922480,23164
23026,31/01/2022,Uttar Pradesh,2013323,55574,1934560,23189
23027,01/02/2022,Uttar Pradesh,2019549,54836,1941506,23207
23028,01/01/1970,Uttarakhand,344459,141,336906,7412
23029,21/12/2014,Uttarakhand,344471,139,336920,7412
23030,21/12/2015,Uttarakhand,344487,138,336937,7412
23031,16/03/2020,Uttarakhand,1,1,0,0
23032,17/03/2020,Uttarakhand,1,1,0,0
23033,18/03/2020,Uttarakhand,1,1,0,0
23034,19/03/2020,Uttarakhand,1,1,0,0
23035,20/03/2020,Uttarakhand,1,1,0,0
23036,21/03/2020,Uttarakhand,3,3,0,0
23037,22/03/2020,Uttarakhand,3,3,0,0
23038,23/03/2020,Uttarakhand,3,3,0,0
23039,24/03/2020,Uttarakhand,3,3,0,0
23040,25/03/2020,Uttarakhand,4,4,0,0
23041,26/03/2020,Uttarakhand,5,5,0,0
23042,27/03/2020,Uttarakhand,5,5,0,0
23043,28/03/2020,Uttarakhand,5,5,0,0
23044,29/03/2020,Uttarakhand,6,5,1,0
23045,30/03/2020,Uttarakhand,7,5,2,0
23046,31/03/2020,Uttarakhand,7,5,2,0
23047,01/04/2020,Uttarakhand,7,5,2,0
23048,02/04/2020,Uttarakhand,7,5,2,0
23049,03/04/2020,Uttarakhand,10,8,2,0
23050,04/04/2020,Uttarakhand,16,14,2,0
23051,05/04/2020,Uttarakhand,22,20,2,0
23052,06/04/2020,Uttarakhand,26,22,4,0
23053,07/04/2020,Uttarakhand,31,26,5,0
23054,08/04/2020,Uttarakhand,31,26,5,0
23055,09/04/2020,Uttarakhand,33,28,5,0
23056,10/04/2020,Uttarakhand,35,30,5,0
23057,11/04/2020,Uttarakhand,35,30,5,0
23058,12/04/2020,Uttarakhand,35,30,5,0
23059,13/04/2020,Uttarakhand,35,30,5,0
23060,14/04/2020,Uttarakhand,35,30,5,0
23061,15/04/2020,Uttarakhand,37,28,9,0
23062,16/04/2020,Uttarakhand,37,28,9,0
23063,17/04/2020,Uttarakhand,37,28,9,0
23064,18/04/2020,Uttarakhand,40,31,9,0
23065,19/04/2020,Uttarakhand,42,33,9,0
23066,20/04/2020,Uttarakhand,44,33,11,0
23067,21/04/2020,Uttarakhand,46,28,18,0
23068,22/04/2020,Uttarakhand,46,27,19,0
23069,23/04/2020,Uttarakhand,46,23,23,0
23070,24/04/2020,Uttarakhand,47,23,24,0
23071,25/04/2020,Uttarakhand,48,23,25,0
23072,26/04/2020,Uttarakhand,48,22,26,0
23073,27/04/2020,Uttarakhand,50,22,28,0
23074,28/04/2020,Uttarakhand,51,18,33,0
23075,29/04/2020,Uttarakhand,54,21,33,0
23076,30/04/2020,Uttarakhand,55,19,36,0
23077,01/05/2020,Uttarakhand,57,21,36,0
23078,02/05/2020,Uttarakhand,58,22,36,0
23079,03/05/2020,Uttarakhand,59,20,39,0
23080,04/05/2020,Uttarakhand,60,21,39,0
23081,05/05/2020,Uttarakhand,60,20,39,1
23082,06/05/2020,Uttarakhand,61,21,39,1
23083,07/05/2020,Uttarakhand,61,21,39,1
23084,08/05/2020,Uttarakhand,61,21,39,1
23085,09/05/2020,Uttarakhand,63,16,46,1
23086,10/05/2020,Uttarakhand,67,20,46,1
23087,11/05/2020,Uttarakhand,68,21,46,1
23088,12/05/2020,Uttarakhand,68,21,46,1
23089,13/05/2020,Uttarakhand,69,22,46,1
23090,14/05/2020,Uttarakhand,72,25,46,1
23091,15/05/2020,Uttarakhand,78,27,50,1
23092,16/05/2020,Uttarakhand,82,30,51,1
23093,17/05/2020,Uttarakhand,88,36,51,1
23094,18/05/2020,Uttarakhand,92,39,52,1
23095,19/05/2020,Uttarakhand,93,40,52,1
23096,20/05/2020,Uttarakhand,111,58,52,1
23097,21/05/2020,Uttarakhand,122,68,53,1
23098,22/05/2020,Uttarakhand,146,91,54,1
23099,23/05/2020,Uttarakhand,153,96,56,1
23100,24/05/2020,Uttarakhand,244,186,56,2
23101,25/05/2020,Uttarakhand,317,256,58,3
23102,26/05/2020,Uttarakhand,349,288,58,3
23103,27/05/2020,Uttarakhand,401,333,64,4
23104,28/05/2020,Uttarakhand,469,386,79,4
23105,29/05/2020,Uttarakhand,500,417,79,4
23106,30/05/2020,Uttarakhand,716,609,102,5
23107,31/05/2020,Uttarakhand,749,642,102,5
23108,01/06/2020,Uttarakhand,907,800,102,5
23109,02/06/2020,Uttarakhand,958,730,222,6
23110,03/06/2020,Uttarakhand,1043,784,252,7
23111,04/06/2020,Uttarakhand,1085,795,282,8
23112,05/06/2020,Uttarakhand,1153,846,297,10
23113,06/06/2020,Uttarakhand,1215,860,344,11
23114,07/06/2020,Uttarakhand,1303,869,423,11
23115,08/06/2020,Uttarakhand,1355,814,528,13
23116,09/06/2020,Uttarakhand,1411,684,714,13
23117,10/06/2020,Uttarakhand,1537,769,755,13
23118,11/06/2020,Uttarakhand,1562,716,831,15
23119,12/06/2020,Uttarakhand,1643,786,842,15
23120,13/06/2020,Uttarakhand,1724,756,947,21
23121,14/06/2020,Uttarakhand,1785,685,1077,23
23122,15/06/2020,Uttarakhand,1819,684,1111,24
23123,16/06/2020,Uttarakhand,1845,632,1189,24
23124,17/06/2020,Uttarakhand,1942,701,1216,25
23125,18/06/2020,Uttarakhand,2023,743,1254,26
23126,19/06/2020,Uttarakhand,2102,690,1386,26
23127,20/06/2020,Uttarakhand,2177,718,1433,26
23128,21/06/2020,Uttarakhand,2301,824,1450,27
23129,22/06/2020,Uttarakhand,2344,817,1500,27
23130,23/06/2020,Uttarakhand,2402,853,1521,28
23131,24/06/2020,Uttarakhand,2535,903,1602,30
23132,25/06/2020,Uttarakhand,2623,867,1721,35
23133,26/06/2020,Uttarakhand,2691,897,1758,36
23134,27/06/2020,Uttarakhand,2725,866,1822,37
23135,28/06/2020,Uttarakhand,2791,842,1912,37
23136,29/06/2020,Uttarakhand,2823,767,2018,38
23137,30/06/2020,Uttarakhand,2831,681,2111,39
23138,01/07/2020,Uttarakhand,2881,609,2231,41
23139,02/07/2020,Uttarakhand,2947,589,2317,41
23140,03/07/2020,Uttarakhand,2984,537,2405,42
23141,04/07/2020,Uttarakhand,3048,525,2481,42
23142,05/07/2020,Uttarakhand,3093,549,2502,42
23143,06/07/2020,Uttarakhand,3124,558,2524,42
23144,07/07/2020,Uttarakhand,3161,533,2586,42
23145,08/07/2020,Uttarakhand,3230,566,2621,43
23146,09/07/2020,Uttarakhand,3258,562,2650,46
23147,10/07/2020,Uttarakhand,3305,587,2672,46
23148,11/07/2020,Uttarakhand,3373,621,2706,46
23149,12/07/2020,Uttarakhand,3417,653,2718,46
23150,13/07/2020,Uttarakhand,3537,704,2786,47
23151,14/07/2020,Uttarakhand,3608,703,2856,49
